# expression: what is the weather like on <b class='fixed'>Friday</b> ?

valid	what are weather condition for Friday.
spelling	what is Friday weather forcast.
valid	how is Friday weather going to be?

cheating	cool weather like on Friday?
cheating	hot weather like on Friday?
cheating	cold type weather like on Friday?

valid	Friday weather
valid	Friday weather forecast
valid	weather on Friday

valid	what will be the weather like on Friday?
valid	on Friday, how the weather will be like? cloudy or sunny?
valid	show me the weather broadcast for Friday.

valid	what is the weather forecast for Friday?
grammar	look at me the weather forecast for Friday
valid	check the weather for Friday

valid	what will be the weather like on Friday
valid	do you know what will be the weather like on Friday
valid	on Friday, what will be the weather like

valid	will the weather be nice on Friday?
valid	what will the weather be like on Friday?
valid	what is the weather planning to do on Friday?

valid	tell me forecast for Friday
valid	what will be the weather on Friday
valid	show me Friday weather

valid	what will Friday's weather be?
valid	can you tell me what the weather is going to be on Friday?
grammar	I'm looking for Friday weather forecast?

valid	what was the weather on Friday?
cheating	I like Friday.
cheating	today is Friday.
