# expression: jump to the previous song

cheating	gggffhffsdff
cheating	sfggfhghfghdfg
cheating	sftrfdfdffhhh

valid	can you play the previous song
valid	please jump to the previous song
valid	play the previous song

valid	go back to the previous song
valid	play the previous song
valid	open the previous song

valid	previous song
valid	go to previous song
valid	previous song please

valid	jump to the previous song again
grammar	play to the previous song
valid	go to the previous song again

translate	bachatas luego
translate	champeta y
translate	como falta el reggue

valid	go back to the last song.
valid	play the previous song.
valid	play the song before this one.

cheating	my phone will jump to the previous song
cheating	I had to jump to the previous song
cheating	he will jump to the previous song

cheating	you are requested to jump to the previous song
valid	please jump to the previous song
cheating	let me be jump to the previous song

translate	barricade up to the unprepared cantus
translate	light into in the ante folk singing
translate	leeway over against the rushed love-lilt
