# expression: Could you offer <b class='fixed'>three</b> barbershops in <b class='fixed'>Newtown</b>

valid	fine me three barbershop in Newtown?
valid	can you provide info for three barbershops in Newtown?
valid	where are three barbershops in Newtown?

valid	can you name three hair salon businesses in Newtown?
valid	please provide three beauty salon businesses in Newtown
valid	I was wondering if you might suggest three barbershop businesses in Newtown

valid	can you tell me a list of three barbershops in Newtown
valid	are there three barbershops in Newtown
valid	I want to know three barbershops in Newtown

valid	suggest three barbers in Newtown
valid	three best barbers in Newtown
valid	top three barbers in Newtown

valid	show me three barbershops in Newtown
valid	find three barbershops in Newtown
valid	in Newtown please suggest three barbershops

valid	could you give three hair salons in Newtown
valid	may I receive three beauty parlors in Newtown
valid	are three barbershops available in newton

valid	want you to offer three beauty salons in Newtown?
grammar	do I have three barbershop in Newtown?
valid	could you give me three hairdressing shops in Newtown?

valid	three hair cutters in Newtown
valid	three hair stylists in Newtown
valid	three barbershops in Newtown

valid	could you deliver three haircutting places in Newtown
valid	can you provide three hair salons in Newtown
spelling	can you give three plaves in Newtown for hairdressing

valid	could you offer three for the cut of stick hairdressing in Newtown?
valid	could you offer three barbershop hairdressers in Newtown?
valid	could you offer three hair stylist for the hairdresser in Newtown?
