# expression: where should I try coffee near <b class='fixed'>Newtown</b>

valid	I would like to try some coffee shops near Newtown
valid	what is the best place to get coffee in newton
valid	which coffee house in newton uses the best coffee beans

valid	places to try coffee near Newtown
valid	coffee shops near Newtown
valid	Newtown coffee shops

valid	nearby coffee shops Newtown
valid	best Newtown coffee
valid	where to try coffee in the vicinity of Newtown

valid	coffee near Newtown
valid	best coffee in Newtown
valid	nearby coffee shop in Newtown

valid	coffeehouse near Newtown
valid	tea shop near Newtown
valid	try coffeehouse nearest to Newtown

valid	where can I get a coffee near Newtown
valid	which places in Newtown serve coffee
valid	show me places in Newtown where I can get a coffee

valid	where near Newtown should I have coffee
valid	is there anywhere adjacent to Newtown to have coffee
valid	I'm looking for coffeehouses near Newtown

valid	find a couple of coffee shops near Newtown
valid	coffee shops with good reviews in Newtown
valid	coffee recommendations near Newtown

valid	which coffee house in Newtown proximity do you suggest me to have a try?
valid	what place is the best to have a cup of drip coffee ?
valid	would you please find a better coffee shop or similar one close to Newtown ?

cheating	I will look for a place nearby where I should try the coffee near Newtown
cheating	dare several options I will look for a place nearby where I should try the coffee near Newtown
cheating	close to the eastern field is where you should try the coffee near Newtown
